Age,Gender,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
-0.011279732416794863,0.0008579373348834861,0.004338622658825257,0.03985763249269609,-0.06665572636689815,-0.0008059411030903825,-0.016774838324126174,0.01120845825988726,-0.019648862869014953,-0.03663227245048466,-0.0009579998636757228,-0.04073303073074452,-0.023369562687223525,0.01977396625157557,0.03130282657830205,-0.00034680498666454985,0.011727021799754253,0.025713704729154827,-0.0014061163335803916,-0.03881679647876779,-0.001824998884157526,0.007955856922885113
0.0014004395117863944,0.001970698209988145,0.003576153481444244,0.03464435136411809,0.1295048584298962,-0.005895857671867524,0.03558229960030451,0.01179240199720022,0.0014030057525541983,-0.03200711095745398,-0.002399971464120354,-0.002307807669110734,0.0,0.023902705935512247,0.028909918877440877,-0.0073161683414840195,0.009725112011985226,0.01886395739139632,-0.0009891368035942483,-0.005677064731523712,0.006539564233586981,0.009789432942796883
0.001753969633942573,-0.009534604372954152,0.003293969420678791,0.03738336975202884,-0.04675666292645556,0.0023976030076346237,0.026202897773538132,0.010308201512681742,-0.024649332012631635,-0.020894946297054857,0.0,-0.020968204961161925,0.017637300887948914,-0.004175945986261323,-0.013590810324777219,-0.0007209038237796263,0.0,-0.018908069914796925,-0.0010096795195174008,-0.006543363048345616,-0.009354828616301464,0.009718692357876813
-0.006612649844302274,0.001849854055559881,-0.038717966660751696,0.04374917294484534,-0.009140905466301153,-0.0019753320926392485,0.030342854386186405,0.012726201035459682,0.002982707435085625,0.0007450887257201451,-0.008799632957534111,-0.031717476189938046,0.012021572318971468,0.0055019950985212285,0.001125137559092649,0.0,-0.008405498694030487,-0.0159657957770646,0.025266007590568993,0.019592756725755105,-0.010123717064543819,0.013033927612713068
0.01330466836564895,0.0,0.00465117905272722,-0.04743524380833625,-0.05835823811524726,0.0016880611401741408,-0.013216290027968088,-0.06818591331999042,-0.017735299986083704,0.0002792129454294249,0.0,0.025833097636397875,0.010913617361352684,-0.009481005637913861,0.02785471127992951,-0.0008072073513506819,0.010377794201281598,0.02958349495418736,-0.0009437330758081397,-0.006234911023844478,-0.001404698419210093,0.006639530622473341
0.010132034990457457,0.0027543589288310417,0.005016259752483938,0.05233231751430556,0.13472037025498876,0.0005286232876521128,-0.015066439970179632,0.012491453246823304,-0.016188631976336503,0.0028766081541065913,-0.001549177110614565,-0.042008218683289765,0.0008213683889904053,-0.0051913503255515935,0.0006996142941817912,0.0,0.0,-0.0018413807699181536,-0.001769091068629547,-0.011389674061009991,0.014216779356164042,0.01209933111975181
-0.007515249389204309,0.0023250646234653496,0.005134785069668845,-0.06888705376936052,0.06247503335223261,-0.0019283811962579611,0.039742965621109884,0.015133867743277327,0.0018936420392946648,0.04776061784112475,-0.0018617924352452887,-0.0022356753868676147,-0.01504150282295125,-0.006570423792865283,0.0033071469927680596,0.0,-0.012255224485450307,-0.022469761139107387,-0.0016329397331514418,-0.04656878659121476,-0.0022572225346562617,0.011741346219918231
-0.0038980941458371813,0.0013007969989916694,0.005611767489320053,-0.06015861376659117,-0.07173711240885573,-0.000384621759395727,0.0391784963398178,0.013064658481967917,-0.021091459709968795,-0.039906532924118734,0.0067374065310106795,-0.0028381946956999083,-0.017115714219338943,0.024986563263967476,0.038081026953935566,-0.0008877267651700814,-0.0006348403416324666,0.029149232241357438,-0.001092612269781881,0.022960216513625387,-0.0021561794864771258,0.008295719271993511
0.007701533579877046,0.0025333642916198496,0.003253426122195341,0.03468097360730499,0.11588182554699761,0.008594097934396056,0.03180746685509844,0.011168303138088809,0.010571734983709474,0.04226579523511445,-0.002285616673850896,-0.03500154215362122,-0.002899370405071544,0.01728943692249532,0.030322262592757998,0.0,0.010678962756736105,0.012270315278561539,-0.0010373845310591157,-0.006201874371449423,-0.0010212694268992295,0.008871938931868106
0.004611332670398549,0.0008585441040929909,0.0032358710011118814,-0.058355704399668286,-0.05183826423142815,-0.0010716656906168652,-0.010291451950506065,0.008136090708197907,0.0010656070612526842,-0.02386433504438413,-0.0004072590979038803,-0.0015772614172466291,-0.026961239054636342,-0.018149291343907293,-0.0006588862898240489,-0.0005737719015200339,-0.00044397327549616794,-0.015586821103845702,-0.0011094643599250747,0.01853639717468579,-0.011545424460918288,-0.05565048815458862
