Age,Gender,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
-0.026565524926300814,0.001009511073034274,-0.01960152155859727,-0.033548687233048276,-0.035071970073324694,-0.010684331346907106,-0.05641816155169154,0.004338223184819637,-0.05996726335297318,0.014925761082162438,-0.003182479925341965,0.002979643344191938,-0.014033904625115308,-0.0355158492491031,-0.05364123191303041,0.001684932479966911,-0.0030289383926332264,-0.0036610794823401754,0.0054120474676337725,-0.07593715382352664,0.0006411876714748506,-0.004036598276182468
0.005545106734080724,0.005035460980556866,-0.006339590601171429,-0.05317820291906298,0.032285431519293105,0.061010505789689064,0.1025586207350638,0.01409778136994215,0.00440459028599643,0.018294700287181952,-0.002321077869477667,-0.0024259464760129777,0.021195961852555362,-0.0029102881121432175,-0.04121465770976186,0.04619485482652489,0.03404412798087092,-0.0075678875904238736,0.004774371039567556,-0.013036042977509432,-0.004874637269590759,-0.0033540870958476687
0.004856385637813495,-0.04263410084211005,-0.012907021305941456,-0.0564520230204611,-0.011711653737063411,0.047570075162006294,0.1422196190114768,0.004194882532435002,-0.06016405860056221,0.024675208819196708,-0.000702273770358684,-0.021651975212606395,-0.005658899542787164,-0.0036772721624878293,0.0428173282824489,0.0031328065908170053,-0.007117641405932934,0.001925859896218839,0.00531456689245218,-0.011507021600863334,0.01574989730654718,-0.0033087668794090502
-0.00918155120557404,0.0027292665384948123,0.15035459794324427,-0.07028920136365693,0.0,0.08120127616423978,0.09097282257310899,0.0027498925984088818,0.006974244892102771,-0.0010724465608317746,0.051203011495876166,0.018612314800945565,-0.018346183728267268,-0.026170918375551286,-0.006141115275917847,0.005144442956506762,-0.000687212536279791,0.03850271721587287,-0.08403406333870483,0.021204623464811403,0.0174481235765227,0.004129770556664303
0.041961254366859296,0.004158052410160808,-0.012098365282087584,0.040397650757826274,-0.02547495722796759,0.015805748458834736,-0.07043481130760519,-0.09288979674735649,-0.051963835797996405,-0.0013027911397141929,-0.0036396625900065966,0.04393694404236569,0.028246420144908756,-0.007735497258405127,-0.0705363059154238,0.0011217384027576364,0.02733833474379073,0.014329547195175783,0.004343670355155665,-0.018338933429578867,0.002112652032702425,-0.005494622973152757
0.03222747875858544,0.0023238897828835392,-0.014704379775573317,-0.03252839161331543,0.06932802185362202,-0.00971016261293924,-0.04405619663381318,0.008695030687751291,-0.06368592959218464,-0.0009371664925500949,-0.003516298377069869,-0.035582325662964896,-0.0019271698297537462,-0.008098159872890472,-0.007485962452257245,0.0030704247705242113,-0.0067357627277039415,-0.008787313729533648,0.0050536052323732735,-0.017553510231570972,-0.00989029469220693,-0.002955560604824853
-0.01493430447207858,0.003741424722439074,-0.02035242141511928,0.05773739697621105,0.022279003201104736,0.019077235336063703,0.13522444785124596,0.005690118787137502,0.008216704677517589,-0.022664343729072944,0.001944098863096988,0.0,0.025464149287793197,0.008543860279239812,-0.008220063554715273,0.004032674791939056,0.012884680540627996,0.023476649030457375,0.00626487580534435,-0.05884157184355821,0.0023856566952843716,0.0020056426934726146
-0.010510161033781329,0.0042799770168452655,-0.010151398522740385,0.06722753999057868,-0.01569364904533805,0.04390857651343104,0.15263790868377192,0.013445111205338048,-0.050693643566107796,0.030650629996537768,0.0030408123213180732,-0.002384272110710642,-0.07492995869306407,-0.009460391972567588,-0.05997484528448405,0.0,-0.005601885181455657,-0.008938646045514878,0.005630695797884319,0.04852702324637008,0.001532247679251468,-0.00865116660830767
0.06414555493456199,0.0029498894036564085,-0.0072076842733499276,-0.04954338918333308,0.03709356293905819,-0.052169229700816964,0.0875026238829921,0.012545797914254813,0.051366662618593115,-0.014385657258855464,-0.00212697383398059,-0.04373477751850589,0.01875519594274495,-0.0025838825779891444,-0.03426230018751407,0.0034624753141606437,0.0302276917267486,-0.001406489115238618,0.003407232503098368,-0.01315938461009069,-0.0011726155678436765,-0.0018926787983179483
0.013200918447750301,0.0030658281631377065,-0.021229527859662548,0.058672263995345995,-0.02994486056969799,0.021512353706678575,-0.06468816434692078,0.005654563177487321,0.0075262957412843366,0.02710701137123555,0.000474487791602187,-0.0016768463659155386,-0.005746265524587425,0.05673993465304491,-0.008532472891572659,0.003288670832183596,-0.005856371560432444,0.01488504174425649,0.005780723164592847,0.04618584473795041,0.02045249679839208,-0.016507769886586338
-0.011094184930429907,0.0015668877874798212,-0.021861175543153966,-0.029319264457636378,-0.032223625937291896,-0.05693799843264394,-0.050527722476120834,-0.01683963330400137,0.006171478475949344,-0.017440763379328605,0.001419981087418765,-0.00062305899162258,0.025274241220150918,0.008587232272003772,0.03670479504567097,0.004032205919516846,0.02849895701645073,0.0015355617137974079,-0.08906476603517809,0.03443681893245837,0.002156069505908622,0.004450251842058939
-0.004778922751318091,0.004393955064354899,-0.01180939650630293,0.041108286591659625,0.02016646435299374,-0.061449463478130184,-0.06208904842579711,0.01260372497580289,-0.05386214506387722,-0.0009291376593839961,-0.009049101658722787,-0.03662202373798925,0.01994689313486031,-0.010302715355582638,0.044598629067019946,0.0008500618381685318,-0.005798303217972366,0.008173034416471568,0.005099002173199681,0.051759823365656946,-0.011122322114458112,-0.004876749968262775
0.016745254040243056,0.004295935557212402,-0.01565402316676711,0.05351025132082829,-0.024972916954309685,0.043128273553435036,-0.06970650161551482,-0.07800149319135792,-0.05772469443987628,0.030586724072125288,-0.0034996901062528145,-0.0033170154165307057,0.014019080351388654,-0.013697897867701129,-0.0699384484653411,-0.016534006065409793,-0.006209667350788318,-0.008015618412966368,0.005453885267643139,0.053833043801724136,0.0022738813877023127,-0.005689130916805507
-0.022130123252925165,0.003618850352782914,-0.018413727617390154,0.059463979796433815,0.024329448741856923,0.02191081800075511,-0.06436218394157017,-0.055552622123586796,0.08634724409713379,0.03019636235867446,-0.001338591454618942,-0.002156581205446481,-0.012143081540439202,0.0010844187890555607,-0.05827032372262458,-0.0408851618648384,-0.006502873128136971,0.012563925393650874,0.006419899323838204,0.04982325253922893,0.0008798903545893442,-0.004569065072385669
0.016435549741571083,0.002959676835469009,-0.017151958571393632,0.04232885353033781,-0.03418425130711557,-0.061708939338393325,-0.07380256293164442,0.008683219189813362,-0.0603180754669355,-0.023889967643591477,-0.003999258550203823,0.035723388654171274,0.013788283740734522,-0.013908307172337604,-0.07230130762117454,0.0024224197023830006,-0.005458519957685203,-0.032576197821395016,0.00524419443738779,-0.09883518402287847,0.0013750740589982048,-0.0030325734841015195
-0.023378472338938756,0.0022212104762675917,-0.016206872611461604,-0.03885599801927814,-0.00525576823881135,-0.05869285572744021,-0.0568699391714846,0.0066601631785472145,-0.060921582064270625,-0.0018409530087807255,-0.017760648415089904,-0.03249509310152554,0.0012384236069733906,-0.025595680134724758,-0.011259759496645042,0.002276356866146259,-0.007504235411356133,-0.009943808062984928,0.005135201863868191,0.051514044695904135,-0.0007877898152193716,-0.0042359262695605415
